IDs,title,fol_or_p
EgenolffR_1535_T_n19,Bar nit auff borg (Bar nicht auf Borgen damit ohne Sorgen),XIX
EgenolffR_1535_T_n20,Frag weiter nit (Frag weiter nicht mein einiges Eines),d
EgenolffR_1535_T_n21,Der hundt (Der Hund mir vor dem Licht um geht),dij
EgenolffR_1535_T_n22,Ich bin versagt (Ich bin versagt gegen einer Magd),diij
EgenolffR_1535_T_n23,Erwelt han ich (Erwählt habe ich auf Erden),diiij
EgenolffR_1535_T_n24,Freuntlicher grúß (Freundlicher Gruß mit Buße),dv
EgenolffR_1535_T_n25,Zvcht ehr vnd lob (Zucht Ehre und Lob),XXV
EgenolffR_1535_T_n26,Gehe wie es wóll (Geh wie es wolle),XXVII
EgenolffR_1535_T_n27,Ker wider glúck (Kehre wieder Glück mir Freuden),XXVII
EgenolffR_1535_T_n28,Mein einigs A (Mein einiges A),"e, eij"
EgenolffR_1535_T_n29,Ach was wil doch (Ach was will doch),"eiij, eiiij"
EgenolffR_1535_T_n30,Ich stell leicht ab (Ich stelle leicht ab),ev
EgenolffR_1535_T_n31,Ich schrei vnd rieff (Ich schrie und rief),XXXI
EgenolffR_1535_T_n32,F du mein schatz (F du mein Schatz),XXXII
EgenolffR_1535_T_n33,Ach jupiter (Ach Jupiter),f
EgenolffR_1535_T_n34,Ewig bleib ich dein vnuerkert (Ewig bleibe ich dein unverkehrt),"fij, fiij"
EgenolffR_1535_T_n35,Ich scheyd von dir (Ich scheide von dir kommt nicht von mir),"fiij, fiiij"
EgenolffR_1535_T_n36,Freuntlich vnd mild (Freundlich und mild),fv
EgenolffR_1535_T_n37,In meinem sinn (In meinem Sinn),XXXVII
EgenolffR_1535_T_n38,Brich nit an mir (Brich nicht an mir mein Zuversicht),XXXVIII
EgenolffR_1535_T_n39,[register] ([register]),
EgenolffR_1535_T_n40,M. D. XXXV. (Explizit),
Forster_1539_T_n001,Ein außzug guter alter vn- newer Teutscher liedlein einer rechten Teutschen art ... (Ein Auszug guter alter und neuer deutscher Liedlein),
Forster_1539_T_n002,Tenor. Mein art vnd weiß in mittel maß ... (Tenor. Meine Art und Weise ...),
Forster_1539_T_n003,Getruckt zu Núrnberg bey Johan Petreio anno M.D.XXXIX. (Gedruckt zu Nürnberg bei Johan Petreius anno 1539),
Forster_1539_T_n004,Register der liedlein des ersten teyls (Register der Liedlein des ersten Teils),aa 2
Forster_1539_T_n005,An alle liebhaber der edlen Music. Es sein in etlichen jaren vnter anderm gesang (An alle Liebhaber der edlen Musik),a iij
Forster_1539_T_n006,DIch als mich selbst (Dich als mich selbst),I
Forster_1539_T_n007,Die mich erfrewt ist lobens werd (Die mich erfreut ist Lobes wert),II
Forster_1539_T_n008,Es ist ein frag vnd gros klag (Es ist eine Frage und große Klage),III
Forster_1539_T_n009,Wer edel ist zu diser frist (Wer edel ist zu dieser Frist),IIII
Forster_1539_T_n010,Es dringt do her mit sorg vnd gfer (Es dringt da her mit Sorge),V
Forster_1539_T_n011,Erweckt hat mir das hertz zu dir (Erweckt hat mir das Herz),b 2
Forster_1539_T_n012,Ach hertzigs hertz (Ach herziges Herz),VII
Forster_1539_T_n013,So ich hertz lieb nun von dir scheid (So ich Herzlieb nun von dir scheide),b 3
Forster_1539_T_n014,Glück widerstel was vngefel (Glück wiederstelle was Unfall),IX
Forster_1539_T_n015,Ich weiß ein hüpsches frewelein dz ligt mir (Ich weiß ein hübsches Fräulein),X
Forster_1539_T_n016,Es hat sein gestalt in irem gewalt (Es hat seine Gestalt),XI
Forster_1539_T_n017,An dich auff erd kein freud so werd (Ohne dich auf Erden kein Freude),c
Forster_1539_T_n018,Mein höchste zir ich hab mich dir (Meine höchste Zier ich habe mich),XIII
Forster_1539_T_n019,Ach höchste zir auff al mein gir (Ach höchste Zier auf alle meine Gier),c 2
Forster_1539_T_n020,Vergangen ist mir gluck vnd heyl vnd alle (Vergangen ist mir Glück und Heil),XV
Forster_1539_T_n021,Ich habs gewagt hertzliebste meidt auß rechter (Ich habs gewagt herzliebste Maid),c 3
Forster_1539_T_n022,Ayniges hertz laß sein ein schertz (Einiges Herz lass sein),XVII
Forster_1539_T_n023,Ich stel leicht ab (Ich stelle leicht ab),XVIII
Forster_1539_T_n024,On eer vnd gunst lebt ytz (Ohne Ehre und Gunst lebt jetzt),XIX
Forster_1539_T_n025,Gesell wiß vrlaub saumb dich nit (Geselle wiss Urlaub säume dich nit),d
Forster_1539_T_n026,Gar wunderlich schickt sich doch al mein sach (Gar wunderlich schickt sich doch alle meine Sache),XXI
Forster_1539_T_n027,Fraw ich bin euch von Herzen hold (Frau ich bin euch von hertzen hold),d 2
Forster_1539_T_n028,Artlich vnd schon gantz wohl gestalt (Artlich und schön ganz wohl gestaltet),XXIII
Forster_1539_T_n029,Was wird es doch des wunders noch (Was wird es noch des Wunders),d 3
Forster_1539_T_n030,Ein meidlein sagt mir freundlich zu (Ein Maidlein sagt mir freundlich zu),XXV
Forster_1539_T_n031,Merck scheidens klag ee ich (Merke Scheidens Klage ehe ich),XXVI
Forster_1539_T_n032,Ein beumlein zart geschlachter art (Ein Bäumlein zart geschlachter Art),XXVII
Forster_1539_T_n033,Ich armer klag stets nach vnd tag (Ich Armer klage stets Nacht und Tag),c [recte: e]
Forster_1539_T_n034,Mein einigs A (Mein einiges A),XXIX
Forster_1539_T_n035,Zucht eer vnd lob (Zucht Ehre und Lob),XXX
Forster_1539_T_n036,Wann ich betracht die hinefart (Wann ich betrachte die Hinfahrt),XXXI
Forster_1539_T_n037,Ein wáchter gut in siner hút (Ein Wächter gut in seiner Hut),XXXII
Forster_1539_T_n038,Ich klag den tag (Ich klage den Tag),XXXIII
Forster_1539_T_n039,Wie kumbts dz mich so hefftiglich (Wie kommt's das mich so heftiglich),XXXIIII
Forster_1539_T_n040,Von edler art (Von edler Art),XXXV
Forster_1539_T_n041,Isbruck ich muß dich lassen (Innsbruck ich muss dich lassen),f 3
Forster_1539_T_n042,Ach edles A. mein eynger trost (Ach edles A mein einiger Trost),XXXVII
Forster_1539_T_n043,Als ich nun hab vernomen was klaffers (Als ich nun habe vernommen was Klaffers),XXXVII
Forster_1539_T_n044,Ach vnfals neid (Ach Unfalls Neid),g
Forster_1539_T_n045,Ich bin versagt gen einer magt (Ich bin versagt gegen einer Magd),XL
Forster_1539_T_n046,Glúck mit der zeyt hat mich erfrewdt (Glück mit der Zeit hat mich erfreut),g 2
Forster_1539_T_n047,Willig vnd trew on alle rew (Willig und treu ohne alle Reue),XLII
Forster_1539_T_n048,Nach willen dein (Nach Willen dein),g 3
Forster_1539_T_n049,Der hundt mir vor dem licht vmb gat (Der Hund mir vor dem Licht um geht),XLIIII
Forster_1539_T_n050,Ach hóchster hort (Ach höchster Hort),XLV
Forster_1539_T_n051,Mit allem sin bin ich behafft (Mit allem Sinn bin ich behaftet),XLVI
Forster_1539_T_n052,Der mey wil sich mit gunsten (Der Mai will sich mit Gunsten),h
Forster_1539_T_n053,Was nit sol sein schickt sich ye nit (Was nit soll sein schickt sich je nit),XLVIII
Forster_1539_T_n054,Ich hab heimlich ergeben mich (Ich habe heimlich ergeben mich),h 2
Forster_1539_T_n055,Mars dein gefert ist hert (Mars dein Gefährt ist hart),L
Forster_1539_T_n056,Mag ich unglúck nicht widerstan (Mag ich Unglück nicht widerstehen),h 3
Forster_1539_T_n057,Mocht ich gunst han bey dir (Möchte ich gunst han),LII
Forster_1539_T_n058,Vergebens ist all múe vnd kost (Vergebens ist alle Mühe und Kosten),LIII
Forster_1539_T_n059,Ach b nit brich durch klaffers stich (Ach B nicht brich durch Klaffers Stich),LIIII
Forster_1539_T_n060,Ach hóchster hort (Ach höchster Hort),i
Forster_1539_T_n061,Freud ich offt mach in mir selbs lach (Freude ich oft mache in mir selbst lache),LVI
Forster_1539_T_n062,Sie ist der art von tugent zart (Sie ist der Art von Tugend zart),LVII
Forster_1539_T_n063,Nit lang an einem dantz ich sach ein junckfraw (Nit lang an einem Tanz ich sah eine Jungfrau),LVIII
Forster_1539_T_n064,Tag nacht ich ficht nach deim gesicht (Tag Nacht ich ficht nach deinem Gesicht),LIX
Forster_1539_T_n065,Mag ich hertzlieb erwerben dich (Mag ich Herzlieb erwerben dich),LX
Forster_1539_T_n066,Entlaubet ist der walde (Entlaubt ist der Wald),LXI
Forster_1539_T_n067,Ach meydlein rein ich hab allein eygen mich dir (Ach Maidlein rein ich habe allein),LXII
Forster_1539_T_n068,Hertz liebstes bild (Herzliebstes Bild),k
Forster_1539_T_n069,Man sicht nun wol wie stet du bist (Man sieht noch wohl wie stetig du bist),LXIIII
Forster_1539_T_n070,Irs gleichen lebt auff erden nicht (Ihresgleichen lebt auf Erden nicht),k 2
Forster_1539_T_n071,Wól kombt der mey mit macherley (Wohl kommt der Mai),LXVI
Forster_1539_T_n072,Vil freud nert mich zu aller stund (Viel Freude nährt mich zu aller Stunde),k 3
Forster_1539_T_n073,Freundtlicher gruß mit púß (Freundlicher Gruß mit Buße),LXVIII
Forster_1539_T_n074,Man sicht nun wol wie stet du bist (Man sieht noch wohl wie stetig du bist),LXIX
Forster_1539_T_n075,Avs grundt verwund bin ich alzeyt (Aus Grund verwundet bin ich alle Zeit),LXX
Forster_1539_T_n076,Nvn grúß dich Got mein feine Krot (Nun grüsse dich Gott meine feine Krot),l
Forster_1539_T_n077,Unfal wil itzund (Unfall will jetzt),LXXII
Forster_1539_T_n078,Ge wie es wóll dannoch (Geh wie es wolle),l 2
Forster_1539_T_n079,Freundliche zir thu gegen mir (Freundliche Zier tu gegen mir),LXXIIII
Forster_1539_T_n080,Erst wirdt erfrewt mein traurigs hertz so mein lieb (Erst wird erfreut mein trauriges Herz),l 3
Forster_1539_T_n081,In liebes brunst (In Liebes Brunst),LXXVI
Forster_1539_T_n082,Freuntlicher gruß zu aller stund sey dir (Freundlicher Gruß zu aller Stunde),LXXVII
Forster_1539_T_n083,Mein hertz hat sich mit lieb verpflicht (Mein Herz hat sich mit Liebe verpflichtet),m
Forster_1539_T_n084,Kein ding auff erd (Kein Ding auf Erden),LXXIX
Forster_1539_T_n085,Es mút vil leut die peut (Es müht viele Leute),m 2
Forster_1539_T_n086,Erkennen thu mein traurigs gmút (Erkennen tu mein trauriges Gemüt),LXXXI
Forster_1539_T_n087,Nun grúß dich Got mein truserlin (Nun grüße dich Gott mein Trusserlein),m 3
Forster_1539_T_n088,Ach vnfal groß wie gar (Ach Unfall groß),LXXXIII
Forster_1539_T_n089,Ich klag vnd rew mein grosse trew (Ich klage und reue),LXXXIIII
Forster_1539_T_n090,Mein gmút vnd blút ist gar entzúnd (Mein Gemüt und Blut ist gar entzündet),LXXXV
Forster_1539_T_n091,Vil haß vnd neid zu hof ich leid (Viel Hass und Neid zu Hof ich leide),n
Forster_1539_T_n092,Kuntschafft mit dir het geren ich (Kundschaft mit dir hätte gerne),LXXXVII
Forster_1539_T_n093,Ich setz dahin hertz mut vnd sinn (Ich setze dahin Herz Mut und Sinn),n 2
Forster_1539_T_n094,Des spilens ich gar kein glúck nit han (Des Spiels ich gar kein Glück nicht habe),LXXXVIX
Forster_1539_T_n095,Jetz manchen tag ich schmertzen trag (Jetzt manchen Tag ich Schmerzen trage),XC
Forster_1539_T_n096,Meins trawrens ist vrsach (Meines Trauerns ist Ursache),XCI
Forster_1539_T_n097,Elend bringt pein dem hertzen mein (Elend bringt Pein),XCII
Forster_1539_T_n098,Mich jamert ser ye lenger ye mer (Mich jammert sehr je länger je mehr),o
Forster_1539_T_n099,Ein A. freundtlich schón vnd lieblich (Ein A. freundlich schön und lieblich),o 2
Forster_1539_T_n100,Von hertzen gern on all beschwern (Von Herzen gern ohne alles Beschweren),XCV
Forster_1539_T_n101,Es lebt mein hertz (Es lebt mein Herz),XCVI
Forster_1539_T_n102,Ach lieb mit leid (Ach Liebe mit Leid),XCVII
Forster_1539_T_n103,Schwer langweilig ist mir mein zeyt (Schwer langweilig ist mir meine Zeit),p
Forster_1539_T_n104,Es ist gemacht on grund bedacht (Es ist gemacht von Grund bedacht),XCIX
Forster_1539_T_n105,Elend ich rieff vnd seuffts so tieff (Elend ich rufe),C
Forster_1539_T_n106,Ey wie so gar freundlich lieblich erzeigst (Ei wie so gar freundlich),p 3
Forster_1539_T_n107,Mag ich vnglúck nit widerstan (Mag ich Unglück nicht widerstehen),CII
Forster_1539_T_n108,Was ist die welt gelt hat allein (Was ist die Welt Geld hat allein),CIII
Forster_1539_T_n109,Pacientia (Pacientia),CIV
Forster_1539_T_n110,Mein fleiß und múe (Mein Fleiß und Mühe / Abkürzung für Komponisten bei Forster_1539_T_n109?),q
Forster_1539_T_n111,Ich weis nit wie ichs halten sol mir gfelt (Ich weiß nit wie ichs halten soll),CVI
Forster_1539_T_n112,Eren werd auff erd von tugent (Ehrenwert auf Erd),CVII
Forster_1539_T_n113,O Weiblich Art hart trúbstu mein hertz (O weibliche Art hart trübst Du),q 3
Forster_1539_T_n114,NIe grósser lieb mir zu handen kam (Nie größere Liebe mir),CIX
Forster_1539_T_n115,Sey klug mit fug wol für dich lug (Sei klug mit Fuge wohl für dich luge),CX
Forster_1539_T_n116,"Mas zucht verstant erkant (Maß, Zucht, Verstand erkannt)",CXI
Forster_1539_T_n117,Ernstliche klag für ich all tag (Ernstliche Klage führe ich alle Tage),CXII
Forster_1539_T_n118,Mag ich zuflucht in eer vnd zucht (Mag ich Zuflucht in Ehre),r 2
Forster_1539_T_n119,Kein freud auff erd die lenger wert (Keine Freude auf Erden die länger währt),CXIIII
Forster_1539_T_n120,Gut ding muß haben weil nit eil (Gut Ding muß haben Weile),CXV
Forster_1539_T_n121,Ich gwarts noch gut wie wee es thut (Ich gewarte es noch gut),CXVI
Forster_1539_T_n122,"Ach edler hort vernimm mein klag (Ach edler Hort, vernimm meine Klage)",s
Forster_1539_T_n123,Ich beut dir da frundtliches A. (Ich beut dir da freundliches A.),CXVIII
Forster_1539_T_n124,Wem gelt gebrist vnd arm ist (Wem Geld gebrist und arm ist),CXIX
Forster_1539_T_n125,Die weil vmb sunst ietzt alle kunst (Dieweil umsonst jetzt alle Kunst),s 3
Forster_1539_T_n126,Ich rew vnd klag das ich mein tag (Ich reue und klage),CXXI
Forster_1539_T_n127,Ich hoff es sey vast sher wol muglich (Ich hoffe es sei fast wohl möglich),CXXII
Forster_1539_T_n128,Tróstlicher lieb (Tröstlicher Liebe),CXXIII
Forster_1539_T_n129,Mich wunder ser ye lenger ye mer (Mich wundert sehr je länger je mehr),t 2
Forster_1539_T_n130,MIt willen gern in zucht vnd ern (Mit Willen gern in Zucht und Ehren),t 3
Forster_1539_T_n131,Ach hertzigs M (Ach herziges M),CXXVI
Forster_1539_T_n132,O hertzigs S. wie hoch mich des (O herziges S. wie hoch mich),CXXVII
Forster_1539_T_n133,Oft wúnsch ich ir aus hertzen gir (Oft wünsche ich ihr aus Herzen),CXXVIII
Forster_1539_T_n134,Wer sehe dich für ein solche an (Wer sähe dich für eine solche an),CXXIX
Forster_1539_T_n135,So wünsch ich ir ein gute nacht (So wünsche ich Ihr eine gute Nacht),v 3
Forster_1539_T_n136,Gedruckt zu Nurnberg durch Johan Petreium. 1539. (Gedruckt zu Nürnberg bei Johan Petreius),CXXX
Ger_1532-2_n000,Musica Teusch auf die Instrument der grossen vnnd kleinen Geygen (Musica Teusch auf die Instrumente der grossen und kleinen Geigen),2r
Ger_1532-2_n001,Allen und yeden der Lauten und Geygen kunst liebhabern (Allen und jeden der Lauten und Geigen Kunst Liebhabern),3r-3v
Ger_1532-2_n002,Der Erst tayl von den grossen Geygen (Der erste Tail von den grossen Geigen),3v
Ger_1532-2_n003,Von den Búnden der Geygen (Von den Bünden der Geigen),4r-4v
Ger_1532-2_n004,[image: stringing of the 5- and 6-choir Geygen] ([stringing of the 'Geygen']),5r
Ger_1532-2_n005,Wie du die Geygen solt ziehen (Wie du die Geigen sollst ziehen),5v
Ger_1532-2_n006,Ein andere Regel die Geygen zu ziehen (Eine andere Regel die Geigen zu ziehen),5v-6r
Ger_1532-2_n007,Folgt wie du die vier Geygen solt zusamen ziehen und stymmen (Folgt wie du die vier Geigen sollst),6r
Ger_1532-2_n008,Wie du dich Zum Geygen solt schicken (Wie du dich zu Geigen sollst schicken),6r
Ger_1532-2_n009,So nun das alles wie gesagt ist (So nun das alles wie gesagt ist),6v
Ger_1532-2_n010,[image: hand with finger names] ([image of a hand with finger names]),6v
Ger_1532-2_n011,Folgt die Application der Finger (Folgt die Applikation der Finger),7r
Ger_1532-2_n012,Von der Mensur (Von der Mensur),7r-8v
Ger_1532-2_n013,Ein Prob wie du die Mensur solt lernen (Eine Probe wie du die Mensur sollst lernen),8v-9r
Ger_1532-2_n014,Von der Proportz (Von der Proporz),9v
Ger_1532-2_n015,Wie du die G[?S]aytten solt lernen auff ziehen (Wie du die Saiten sollst lernen aufziehen),9v-10r
Ger_1532-2_n016,Also ist sie recht (Also ist sie recht),10r
Ger_1532-2_n017,Also ist sie falsch (Also ist sie falsch),10r
Ger_1532-2_n018,Wie du die búndt solst machen (Wie du die Bünde sollst machen),10v
Ger_1532-2_n019,Ich clag den tag (Ich klage den Tag),11r
Ger_1532-2_n020,Eyn freylein sprach ich freuntlich zu (Einem Fräulein sprach ich freundlich zu),11v
Ger_1532-2_n021,Pacientia (Pacientia),12r
Ger_1532-2_n022,Mein fleiß und múe (Mein Fleiß und Mühe),12v
Ger_1532-2_n023,Mein selbs bin ich nit meer (Mein selbst bin ich nicht gewaltig),13r
Ger_1532-2_n024,Ach herre Gott wie seyndt meiner feindt so vil Psalm iii (Ach Herr Gott wie sind meiner Feinde so viel),13v
Ger_1532-2_n025,Das ist ein fug geen all stim auß dem Discant (Das ist eine Fuge),14r
Ger_1532-2_n026,Auff erdt lebt nit eyn schóner weyb (Auf Erden lebt nicht),14v
Ger_1532-2_n027,Entlaubet ist der walde (Entlaubt ist der Wald),15r
Ger_1532-2_n028,Von edler art (Von edler Art),15v-16r
Ger_1532-2_n029,Trostlicher lieb (Tröstlicher Liebe),16v-17r
Ger_1532-2_n030,Elslein liebes Elselein (Elslein),17v
Ger_1532-2_n031,Die Gugel (Die Gugel),18r
Ger_1532-2_n032,Hie endt sich der Erst tayl (Hier endet der erste Tail),18v
Ger_1532-2_n033,Der ander tayl diß Buchs (Der andere Tail dieses Buchs),18v-18ar
Ger_1532-2_n034,Das Zeuchen bedeut den gesang Imperfect (Das Zeichen bedeutet den Gesang Imperfekt),18av-19r
Ger_1532-2_n035,Vom gesang Perfect und sein Zaychen (Vom Gesang Perfekt und seinen Zeichen),19v-20v
Ger_1532-2_n036,Von der Proportz oder Tripel (Von der Proporz oder Tripel),20v
Ger_1532-2_n037,Das Zeychen bedeut den gesang Imperfect in der Proportz (Das Zeichen bedeutet den Gesang Imperfekt in der Proporz),21r
Ger_1532-2_n038,Folgt ein ander Art der Proportz (Folgt eine andere Art der Proporz),21v-22v
Ger_1532-2_n039,Folget von den Ligaturen (Folgt von den Ligaturen),22v-23r
Ger_1532-2_n040,Folgen etliche Notten mit ihren Zeychen (Folgen etliche Noten),23v
Ger_1532-2_n041,Folgt von dem Aussetzen auff die Geigen (Folgt von dem Aussetzen auf die Geigen),23v-24v
Ger_1532-2_n042,Das sind die Deffeleyn darin alle spaci (Das sind die Tafelein darin alle spacia),24v
Ger_1532-2_n043,Also sichstu die auffgerissen deffelein (Also siehst du die aufgerissenen Tafelein),25r
Ger_1532-2_n044,Herr Christ der eynig Gott (Herr Christ der einig Gotts Sohn),25v-26r
Ger_1532-2_n045,Also hastu wol gesehen wie ich im gethon hab (Also hast du wohl gesehen),26v-27r
Ger_1532-2_n046,[3 tables for the intabulation] ([table: rules fo the intabulation]),27r
Ger_1532-2_n047,Mag ich hertz lieb erwerben dich (Mag ich Herzlieb erwerben dich),27v-28r
Ger_1532-2_n048,Also hastu ordenlich gehórt wie du solt anssetzen (Also hast du ordentlich gehört),28v
Ger_1532-2_n049,Also mach die Leuflein (Also mach die Läuflein),28v
Ger_1532-2_n050,Also werden auß dem Gesang gemacht (Also werden aus dem Gesang gemacht),28v
Ger_1532-2_n051,Also mach rißlein fur die untern schleg (Also mach Rißlein),29r
Ger_1532-2_n052,Ein kurtze untherricht welcher das Figural gesang singen (Ein kurzer Unterricht welcher der Figural Gesang singen),29r
Ger_1532-2_n053,Folgt die Scala mit der Tabulatur zu dem geygen (Folgt die Skala mit der Tabulatur zu dem Geigen),29v-30r
Ger_1532-2_n054,Nun ha ich dir die Scala fúrgerissen (Nun habe ich dir die Skala vor gerissen),30r-30v
Ger_1532-2_n055,Hie hebt an der Drittayl diß Buchs (Hier hebt an der dritte Teil),30v-31v
Ger_1532-2_n056,Das auffgerissen Geigleyn mit der Tabulatur (Das aufgerissene Geiglein mit der Tabulatur),32r
Ger_1532-2_n057,Wie du die kleynen Geigleyn solt ziehen (Wie du die kleinen Geiglein sollst ziehen),32v
Ger_1532-2_n058,Mag ich gunst han (Mag ich Gunst haben),33r
Ger_1532-2_n059,Nun hab ich dir nur (Nun habe ich dir nur),34r
Ger_1532-2_n060,Hie endt sich der Dritttayl (Hier endet der dritte Teil),34r-35v
Ger_1532-2_n061,Der auffgerissen Lautten Kragen mit der Tabulatur (Der aufgerissene Lautenkragen mit der Tabulatur),[35ar-35av]
Ger_1532-2_n062,Wie du die Lautten solt ziehen (Wie du die Lauten sollst ziehen),[35av]
Ger_1532-2_n063,Ein Ander Regel zum ziehen (Eine andere Regel zum Ziehen),36r
Ger_1532-2_n064,Von der Application der Finger (Von der Applikation der Finger),36r-37v
Ger_1532-2_n065,Von der Proportz (Von der Proporz),37v-38v
Ger_1532-2_n066,Ich klag den tag (Ich klage den Tag),39r
Ger_1532-2_n067,Pacientia (Pacientia),39r
Ger_1532-2_n068,Nach willen dein (Nach Willen dein),39v
Ger_1532-2_n069,Trostlicher lieb (Tröstlicher Liebe),40r
Ger_1532-2_n070,Wann du dich nun in den stúcklein wol hast geubt (Wann du dich nun in den Stücklein wohl hast geübt),40v-41r
Ger_1532-2_n071,Wu sol ich mich hin keren ich armes brúderlein (Wo soll ich mich hin kehren),41r
Ger_1532-2_n072,Paciencia (Pacientia),41v
Ger_1532-2_n073,Mein fleyß und múe ich nie hab gespart (Mein Fleiß und Mühe),42r
Ger_1532-2_n074,Priambel (Präambel),42v-43r
Ger_1532-2_n075,Was wirdt es doch des wunderß noch (Was wird es noch des Wunders),43v-44r
Ger_1532-2_n076,Ach herre Gott wie syndt meiner feyndt so vil. Psalm iii (Ach Herr Gott wie sind meiner Feinde so viel),44v
Ger_1532-2_n077,Nun folget zway stúckleyn die geen im abzug (Nun folgen zwei Stücklein),45r
Ger_1532-2_n078,Die Brúnlein die do fliessen (Die Brünnlein die da fliessen),45r-45v
Ger_1532-2_n079,O du armer Judas (O du armer Judas),46r-46v
Ger_1532-2_n080,Also hastu die zwey stúcklein in dem abzug (Also hast du die zwei Stücklein),46v
Ger_1532-2_n081,Ich het mir ein Endlein fúr genummen (**Ich hätte mir ein Endlein [Annelein?] für genommen),46v-47r
Ger_1532-2_n082,Das Elselein (Elslein),47r
Ger_1532-2_n083,Nun volgt hernach ein priambel (Nun folgt hernach ein Priambel),47v
Ger_1532-2_n084,[image: hand with tablature symbols] ([image of a hand with frets]),47v
Ger_1532-2_n085,Priambel (Präambel),48r-48v
Ger_1532-2_n086,Nun grúß dich Gott du mein drusserlein (Nun grüße dich Gott mein Trusserlein),48v-49r
Ger_1532-2_n087,Ich klag den tag (Ich klage den Tag),[49v]
Ger_1532-2_n088,Wie du die saytten solt auffzihen und erkennen (Wie du die Saiten sollst aufziehen und erkennen),50r
Ger_1532-2_n089,Also ist sie recht (Also ist sie recht),50v
Ger_1532-2_n090,Also ist sie falsch (Also ist sie falsch),50v
Ger_1532-2_n091,Wie du die Búndt solt machen (Wie du die Bünde sollst machen),51r
Ger_1532-2_n092,Der Fúnfft und letzt tayl diß Buchs (Der fünfte und letzte Teil dieses Buchs),51r-52v
Ger_1532-2_n093,Folget hernach die Defeleyn zum aussetzen. Die Erst Dafel (Folgen hernach die Tafelein zum Aussetzen. Die erste Tafel),52v-53r
Ger_1532-2_n094,Die Ander Dafel (Die andere Tafel),53v
Ger_1532-2_n095,Die Dritt Dafel (Die dritte Tafel),53v-54r
Ger_1532-2_n096,Die Vierdt Dafel (Die vierte Tafel),54r
Ger_1532-2_n097,Die Fúnfft Dafel (Die fünfte Tafel),54v
Ger_1532-2_n098,Die Sechst Dafel (Die sechste Tafel),54v
